Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Hte-AJol_091-Ex1-7H-lcwgs-1-T.clmp.fp2_r1_screen	24553.0	9296.0	890.0	692.0	311.0	105.0	106.0	65.0	5.0	0.0	0.0	75647.0	1481329.0
Hte-AJol_091-Ex1-7H-lcwgs-1-T.clmp.fp2_r2_screen	24208.0	9287.0	897.0	729.0	319.0	108.0	104.0	72.0	3.0	0.0	0.0	75146.0	1482126.0
Hte-AJol_092-Ex1-8H-lcwgs-1-T.clmp.fp2_r1_screen	17323.0	5043.0	6048.0	386.0	136.0	59.0	64.0	37.0	0.0	0.0	0.0	42832.0	711597.0
Hte-AJol_092-Ex1-8H-lcwgs-1-T.clmp.fp2_r2_screen	16934.0	5112.0	6054.0	386.0	142.0	65.0	60.0	37.0	3.0	0.0	0.0	42665.0	712067.0
Hte-AJol_093-Ex1-9H-lcwgs-1-T.clmp.fp2_r1_screen	55674.0	18516.0	1632.0	1283.0	546.0	174.0	214.0	126.0	5.0	0.0	0.0	149261.0	2633334.0
Hte-AJol_093-Ex1-9H-lcwgs-1-T.clmp.fp2_r2_screen	55216.0	18447.0	1631.0	1303.0	570.0	195.0	216.0	99.0	6.0	0.0	0.0	148032.0	2635050.0
Hte-AJol_094-Ex1-10H-lcwgs-1-T.clmp.fp2_r1_screen	20062.0	9135.0	1016.0	693.0	290.0	118.0	110.0	52.0	0.0	0.0	0.0	45592.0	1508677.0
Hte-AJol_094-Ex1-10H-lcwgs-1-T.clmp.fp2_r2_screen	19803.0	9190.0	987.0	690.0	325.0	118.0	105.0	63.0	3.0	0.0	0.0	45149.0	1509312.0
Hte-AJol_095-Ex1-11H-lcwgs-1-T.clmp.fp2_r1_screen	61826.0	15137.0	1207.0	972.0	402.0	188.0	160.0	109.0	8.0	0.0	0.0	130224.0	2060091.0
Hte-AJol_095-Ex1-11H-lcwgs-1-T.clmp.fp2_r2_screen	61278.0	15463.0	1178.0	987.0	401.0	182.0	148.0	112.0	3.0	0.0	0.0	127756.0	2062816.0
Hte-AJol_096-Ex1-12H-lcwgs-1-T.clmp.fp2_r1_screen	13437.0	11029.0	1194.0	920.0	433.0	157.0	131.0	71.0	2.0	0.0	0.0	64814.0	1898910.0
Hte-AJol_096-Ex1-12H-lcwgs-1-T.clmp.fp2_r2_screen	13279.0	10955.0	1213.0	962.0	431.0	152.0	146.0	68.0	4.0	0.0	0.0	64580.0	1899308.0
Hte-AMvi_001-Ex1-2C1D-lcwgs-2and3-T.clmp.fp2_r1_screen	6307.0	1149.0	306.0	95.0	42.0	7.0	8.0	25.0	1.0	0.0	0.0	6779.0	115998.0
Hte-AMvi_001-Ex1-2C1D-lcwgs-2and3-T.clmp.fp2_r2_screen	6227.0	1103.0	292.0	91.0	40.0	14.0	8.0	31.0	1.0	0.0	0.0	6768.0	116142.0
Hte-AMvi_002-Ex1-2D-lcwgs-2-T.clmp.fp2_r1_screen	264.0	65.0	26.0	9.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	521.0	8033.0
Hte-AMvi_002-Ex1-2D-lcwgs-2-T.clmp.fp2_r2_screen	253.0	67.0	27.0	10.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	517.0	8045.0
Hte-AMvi_003-Ex1-2E-lcwgs-2-T.clmp.fp2_r1_screen	301.0	90.0	48.0	6.0	8.0	3.0	1.0	1.0	0.0	0.0	0.0	689.0	15914.0
Hte-AMvi_003-Ex1-2E-lcwgs-2-T.clmp.fp2_r2_screen	308.0	111.0	49.0	5.0	7.0	0.0	3.0	2.0	0.0	0.0	0.0	657.0	15919.0
Hte-AMvi_004-Ex1-1F-lcwgs-3-T.clmp.fp2_r1_screen	27246.0	4461.0	2626.0	335.0	162.0	33.0	50.0	129.0	1.0	0.0	0.0	20237.0	588255.0
Hte-AMvi_004-Ex1-1F-lcwgs-3-T.clmp.fp2_r2_screen	27113.0	4421.0	2662.0	360.0	162.0	26.0	56.0	125.0	1.0	0.0	0.0	19968.0	588641.0
Hte-AMvi_005-Ex1-2G1G-lcwgs-2and3-T.clmp.fp2_r1_screen	3512.0	765.0	240.0	49.0	16.0	7.0	12.0	14.0	0.0	0.0	0.0	5986.0	83878.0
Hte-AMvi_005-Ex1-2G1G-lcwgs-2and3-T.clmp.fp2_r2_screen	3464.0	739.0	257.0	52.0	29.0	10.0	11.0	12.0	0.0	0.0	0.0	5829.0	84076.0
Hte-AMvi_006-Ex1-2H-lcwgs-2-T.clmp.fp2_r1_screen	309.0	53.0	71.0	10.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	461.0	8854.0
Hte-AMvi_006-Ex1-2H-lcwgs-2-T.clmp.fp2_r2_screen	294.0	64.0	71.0	8.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	448.0	8872.0
Hte-AMvi_007-Ex1-3A-lcwgs-2-T.clmp.fp2_r1_screen	140.0	36.0	21.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	369.0	6340.0
Hte-AMvi_007-Ex1-3A-lcwgs-2-T.clmp.fp2_r2_screen	130.0	31.0	19.0	6.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	380.0	6342.0
Hte-AMvi_008-Ex1-3B-lcwgs-2-T.clmp.fp2_r1_screen	109.0	56.0	29.0	5.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	393.0	7962.0
Hte-AMvi_008-Ex1-3B-lcwgs-2-T.clmp.fp2_r2_screen	100.0	56.0	29.0	6.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	396.0	7967.0
Hte-AMvi_009-Ex1-3C-lcwgs-2-T.clmp.fp2_r1_screen	82.0	53.0	9.0	9.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	251.0	7690.0
Hte-AMvi_009-Ex1-3C-lcwgs-2-T.clmp.fp2_r2_screen	77.0	47.0	15.0	11.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	249.0	7698.0
Hte-AMvi_010-Ex1-3D-lcwgs-2-T.clmp.fp2_r1_screen	107.0	26.0	16.0	2.0	3.0	1.0	1.0	2.0	0.0	0.0	0.0	345.0	5614.0
Hte-AMvi_010-Ex1-3D-lcwgs-2-T.clmp.fp2_r2_screen	127.0	39.0	18.0	3.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	308.0	5617.0
Hte-AMvi_011-Ex1-3E-lcwgs-2-T.clmp.fp2_r1_screen	241.0	75.0	29.0	7.0	6.0	1.0	1.0	1.0	0.0	0.0	0.0	508.0	12725.0
Hte-AMvi_011-Ex1-3E-lcwgs-2-T.clmp.fp2_r2_screen	255.0	69.0	24.0	10.0	8.0	0.0	1.0	3.0	0.0	0.0	0.0	506.0	12718.0
Hte-AMvi_012-Ex1-3F-lcwgs-2-T.clmp.fp2_r1_screen	201.0	96.0	83.0	7.0	6.0	1.0	2.0	0.0	0.0	0.0	0.0	526.0	14584.0
Hte-AMvi_012-Ex1-3F-lcwgs-2-T.clmp.fp2_r2_screen	202.0	89.0	72.0	8.0	6.0	2.0	1.0	0.0	1.0	0.0	0.0	522.0	14603.0
Hte-AMvi_014-Ex1-3H-lcwgs-2-T.clmp.fp2_r1_screen	765.0	97.0	100.0	17.0	4.0	2.0	0.0	1.0	0.0	0.0	0.0	659.0	12165.0
Hte-AMvi_014-Ex1-3H-lcwgs-2-T.clmp.fp2_r2_screen	760.0	100.0	103.0	13.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	675.0	12156.0
Hte-AMvi_015-Ex1-4A2B-lcwgs-2and3-T.clmp.fp2_r1_screen	4250.0	994.0	168.0	78.0	52.0	11.0	13.0	13.0	0.0	0.0	0.0	3930.0	166242.0
Hte-AMvi_015-Ex1-4A2B-lcwgs-2and3-T.clmp.fp2_r2_screen	4175.0	990.0	170.0	94.0	50.0	10.0	16.0	16.0	0.0	0.0	0.0	3970.0	166260.0
Hte-AMvi_016-Ex1-4B2C-lcwgs-2and3-T.clmp.fp2_r1_screen	16832.0	1525.0	12169.0	431.0	32.0	5.0	15.0	32.0	1.0	0.0	0.0	12365.0	156808.0
Hte-AMvi_016-Ex1-4B2C-lcwgs-2and3-T.clmp.fp2_r2_screen	16651.0	1593.0	12138.0	434.0	32.0	3.0	15.0	30.0	0.0	0.0	0.0	12271.0	157048.0
Hte-AMvi_017-Ex1-4C2D-lcwgs-2and3-T.clmp.fp2_r1_screen	27268.0	2574.0	921.0	132.0	78.0	10.0	16.0	53.0	1.0	0.0	0.0	14658.0	270190.0
Hte-AMvi_017-Ex1-4C2D-lcwgs-2and3-T.clmp.fp2_r2_screen	27220.0	2562.0	894.0	154.0	71.0	13.0	14.0	48.0	1.0	0.0	0.0	14324.0	270600.0
Hte-AMvi_018-Ex1-4D2E-lcwgs-2and3-T.clmp.fp2_r1_screen	2928.0	278.0	200.0	164.0	8.0	3.0	3.0	3.0	0.0	0.0	0.0	1849.0	26861.0
Hte-AMvi_018-Ex1-4D2E-lcwgs-2and3-T.clmp.fp2_r2_screen	2983.0	274.0	208.0	161.0	9.0	6.0	1.0	2.0	0.0	0.0	0.0	1831.0	26822.0
Hte-AMvi_020-Ex1-4F-lcwgs-2-T.clmp.fp2_r1_screen	374.0	142.0	127.0	19.0	11.0	1.0	1.0	1.0	0.0	0.0	0.0	874.0	21036.0
Hte-AMvi_020-Ex1-4F-lcwgs-2-T.clmp.fp2_r2_screen	366.0	160.0	135.0	11.0	5.0	2.0	2.0	0.0	0.0	0.0	0.0	878.0	21027.0
Hte-AMvi_022-Ex1-11B-lcwgs-2-T.clmp.fp2_r1_screen	166.0	72.0	29.0	7.0	13.0	0.0	2.0	3.0	0.0	0.0	0.0	505.0	11325.0
Hte-AMvi_022-Ex1-11B-lcwgs-2-T.clmp.fp2_r2_screen	156.0	87.0	27.0	10.0	11.0	2.0	1.0	3.0	1.0	0.0	0.0	511.0	11313.0
Hte-AMvi_023-Ex1-11C-lcwgs-2-T.clmp.fp2_r1_screen	129.0	92.0	21.0	8.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	426.0	14323.0
Hte-AMvi_023-Ex1-11C-lcwgs-2-T.clmp.fp2_r2_screen	114.0	106.0	18.0	4.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	439.0	14317.0
Hte-AMvi_024-Ex1-11D-lcwgs-2-T.clmp.fp2_r1_screen	182.0	53.0	25.0	7.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	439.0	7246.0
Hte-AMvi_024-Ex1-11D-lcwgs-2-T.clmp.fp2_r2_screen	170.0	48.0	27.0	8.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	442.0	7258.0
Hte-AMvi_026-Ex1-11E-lcwgs-2-T.clmp.fp2_r1_screen	393.0	154.0	62.0	8.0	9.0	2.0	2.0	5.0	0.0	0.0	0.0	779.0	21101.0
Hte-AMvi_026-Ex1-11E-lcwgs-2-T.clmp.fp2_r2_screen	390.0	157.0	64.0	12.0	11.0	3.0	0.0	0.0	0.0	0.0	0.0	795.0	21083.0
Hte-AMvi_027-Ex1-11F-lcwgs-2-T.clmp.fp2_r1_screen	333.0	144.0	117.0	21.0	6.0	2.0	3.0	0.0	0.0	0.0	0.0	879.0	21389.0
Hte-AMvi_027-Ex1-11F-lcwgs-2-T.clmp.fp2_r2_screen	318.0	157.0	120.0	17.0	4.0	2.0	2.0	4.0	0.0	0.0	0.0	894.0	21376.0
Hte-AMvi_028-Ex1-11G-lcwgs-2-T.clmp.fp2_r1_screen	115.0	76.0	11.0	7.0	3.0	3.0	2.0	1.0	0.0	0.0	0.0	465.0	11097.0
Hte-AMvi_028-Ex1-11G-lcwgs-2-T.clmp.fp2_r2_screen	115.0	80.0	16.0	5.0	3.0	4.0	1.0	1.0	0.0	0.0	0.0	455.0	11100.0
Hte-AMvi_029-Ex1-11H-lcwgs-2-T.clmp.fp2_r1_screen	422.0	132.0	423.0	22.0	9.0	4.0	2.0	1.0	0.0	0.0	0.0	823.0	15429.0
Hte-AMvi_029-Ex1-11H-lcwgs-2-T.clmp.fp2_r2_screen	393.0	125.0	432.0	13.0	10.0	2.0	1.0	1.0	0.0	0.0	0.0	788.0	15502.0
Hte-AMvi_030-Ex1-12A-lcwgs-2-T.clmp.fp2_r1_screen	160.0	183.0	44.0	26.0	7.0	3.0	3.0	0.0	0.0	0.0	0.0	936.0	32020.0
Hte-AMvi_030-Ex1-12A-lcwgs-2-T.clmp.fp2_r2_screen	167.0	208.0	45.0	29.0	10.0	1.0	3.0	1.0	0.0	0.0	0.0	898.0	32020.0
Hte-AMvi_031-Ex1-12B-lcwgs-2-T.clmp.fp2_r1_screen	187.0	122.0	237.0	14.0	6.0	2.0	1.0	0.0	0.0	0.0	0.0	733.0	15755.0
Hte-AMvi_031-Ex1-12B-lcwgs-2-T.clmp.fp2_r2_screen	179.0	135.0	234.0	18.0	6.0	2.0	1.0	1.0	0.0	0.0	0.0	714.0	15767.0
Hte-AMvi_032-Ex1-12C-lcwgs-2-T.clmp.fp2_r1_screen	333.0	190.0	87.0	22.0	3.0	1.0	2.0	2.0	0.0	0.0	0.0	771.0	23297.0
Hte-AMvi_032-Ex1-12C-lcwgs-2-T.clmp.fp2_r2_screen	332.0	186.0	82.0	27.0	7.0	1.0	1.0	3.0	0.0	0.0	0.0	767.0	23302.0
Hte-AMvi_033-Ex1-12D-lcwgs-2-T.clmp.fp2_r1_screen	279.0	89.0	115.0	9.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	588.0	10841.0
Hte-AMvi_033-Ex1-12D-lcwgs-2-T.clmp.fp2_r2_screen	268.0	96.0	114.0	13.0	11.0	3.0	1.0	0.0	0.0	0.0	0.0	590.0	10837.0
Hte-AMvi_034-Ex1-12E-lcwgs-2-T.clmp.fp2_r1_screen	363.0	190.0	91.0	17.0	12.0	3.0	3.0	2.0	0.0	0.0	0.0	1726.0	32114.0
Hte-AMvi_034-Ex1-12E-lcwgs-2-T.clmp.fp2_r2_screen	359.0	210.0	88.0	23.0	9.0	5.0	4.0	3.0	0.0	0.0	0.0	1716.0	32104.0
Hte-AMvi_035-Ex1-12F-lcwgs-2-T.clmp.fp2_r1_screen	585.0	196.0	142.0	26.0	11.0	3.0	1.0	1.0	0.0	0.0	0.0	1271.0	27378.0
Hte-AMvi_035-Ex1-12F-lcwgs-2-T.clmp.fp2_r2_screen	598.0	211.0	139.0	30.0	5.0	0.0	2.0	1.0	1.0	0.0	0.0	1273.0	27354.0
Hte-AMvi_036-Ex1-12G-lcwgs-2-T.clmp.fp2_r1_screen	120.0	90.0	10.0	3.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	474.0	11032.0
Hte-AMvi_036-Ex1-12G-lcwgs-2-T.clmp.fp2_r2_screen	130.0	74.0	11.0	4.0	4.0	1.0	1.0	4.0	0.0	0.0	0.0	459.0	11047.0
Hte-AMvi_037-Ex1-12H-lcwgs-2-T.clmp.fp2_r1_screen	314.0	75.0	89.0	10.0	6.0	1.0	1.0	0.0	0.0	0.0	0.0	623.0	11364.0
Hte-AMvi_037-Ex1-12H-lcwgs-2-T.clmp.fp2_r2_screen	331.0	82.0	94.0	10.0	6.0	0.0	1.0	1.0	0.0	0.0	0.0	598.0	11360.0
Hte-AMvi_038-Ex1-1A-lcwgs-2-T.clmp.fp2_r1_screen	203.0	52.0	24.0	7.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	474.0	7330.0
Hte-AMvi_038-Ex1-1A-lcwgs-2-T.clmp.fp2_r2_screen	197.0	46.0	23.0	6.0	4.0	0.0	0.0	1.0	1.0	0.0	0.0	487.0	7330.0
Hte-AMvi_039-Ex1-1B-lcwgs-2-T.clmp.fp2_r1_screen	123.0	113.0	28.0	6.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	537.0	13537.0
Hte-AMvi_039-Ex1-1B-lcwgs-2-T.clmp.fp2_r2_screen	117.0	111.0	32.0	11.0	2.0	1.0	4.0	1.0	0.0	0.0	0.0	574.0	13498.0
Hte-AMvi_040-Ex1-1C-lcwgs-2-T.clmp.fp2_r1_screen	55.0	36.0	9.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	191.0	5734.0
Hte-AMvi_040-Ex1-1C-lcwgs-2-T.clmp.fp2_r2_screen	61.0	28.0	6.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	182.0	5750.0
Hte-AMvi_041-Ex1-1D-lcwgs-2-T.clmp.fp2_r1_screen	108.0	45.0	16.0	9.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	327.0	6229.0
Hte-AMvi_041-Ex1-1D-lcwgs-2-T.clmp.fp2_r2_screen	98.0	41.0	14.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	341.0	6240.0
Hte-AMvi_042-Ex1-1E-lcwgs-2-T.clmp.fp2_r1_screen	207.0	72.0	26.0	10.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	545.0	10628.0
Hte-AMvi_042-Ex1-1E-lcwgs-2-T.clmp.fp2_r2_screen	221.0	62.0	24.0	11.0	3.0	2.0	1.0	1.0	0.0	0.0	0.0	549.0	10618.0
Hte-AMvi_043-Ex1-1F-lcwgs-2-T.clmp.fp2_r1_screen	280.0	79.0	65.0	16.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	498.0	11989.0
Hte-AMvi_043-Ex1-1F-lcwgs-2-T.clmp.fp2_r2_screen	261.0	78.0	64.0	15.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	514.0	11994.0
Hte-AMvi_044-Ex1-1G1B-lcwgs-2and3-T.clmp.fp2_r1_screen	1173.0	695.0	62.0	23.0	7.0	4.0	4.0	35.0	0.0	0.0	0.0	1154.0	56631.0
Hte-AMvi_044-Ex1-1G1B-lcwgs-2and3-T.clmp.fp2_r2_screen	1205.0	690.0	67.0	22.0	12.0	3.0	3.0	37.0	0.0	0.0	0.0	1148.0	56601.0
Hte-AMvi_045-Ex1-1H-lcwgs-2-T.clmp.fp2_r1_screen	176.0	45.0	43.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	289.0	5078.0
Hte-AMvi_045-Ex1-1H-lcwgs-2-T.clmp.fp2_r2_screen	178.0	51.0	37.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	290.0	5080.0
Hte-AMvi_046-Ex1-2A-lcwgs-2-T.clmp.fp2_r1_screen	99.0	20.0	14.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	228.0	3748.0
Hte-AMvi_046-Ex1-2A-lcwgs-2-T.clmp.fp2_r2_screen	99.0	26.0	15.0	6.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	231.0	3731.0
Hte-AMvi_047-Ex1-2B-lcwgs-2-T.clmp.fp2_r1_screen	193.0	87.0	32.0	19.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	582.0	11754.0
Hte-AMvi_047-Ex1-2B-lcwgs-2-T.clmp.fp2_r2_screen	190.0	68.0	39.0	20.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	595.0	11757.0
Hte-AMvi_048-Ex1-2G-lcwgs-1-T.clmp.fp2_r1_screen	23024.0	2940.0	606.0	231.0	87.0	36.0	26.0	18.0	0.0	0.0	0.0	18541.0	329355.0
Hte-AMvi_048-Ex1-2G-lcwgs-1-T.clmp.fp2_r2_screen	22908.0	2896.0	595.0	252.0	83.0	44.0	45.0	19.0	2.0	0.0	0.0	18253.0	329767.0
Hte-AMvi_049-Ex1-2H-lcwgs-1-T.clmp.fp2_r1_screen	13741.0	1318.0	207.0	123.0	25.0	8.0	9.0	9.0	0.0	0.0	0.0	9492.0	143749.0
Hte-AMvi_049-Ex1-2H-lcwgs-1-T.clmp.fp2_r2_screen	13568.0	1316.0	222.0	135.0	31.0	11.0	5.0	9.0	2.0	0.0	0.0	9160.0	144222.0
Hte-AMvi_050-Ex1-3A-lcwgs-1-T.clmp.fp2_r1_screen	5613.0	838.0	140.0	75.0	33.0	9.0	6.0	6.0	0.0	0.0	0.0	5138.0	118584.0
Hte-AMvi_050-Ex1-3A-lcwgs-1-T.clmp.fp2_r2_screen	5533.0	812.0	141.0	73.0	36.0	5.0	12.0	9.0	0.0	0.0	0.0	5093.0	118728.0
Hte-AMvi_051-Ex1-3B-lcwgs-1-T.clmp.fp2_r1_screen	160.0	39.0	12.0	3.0	7.0	0.0	1.0	1.0	0.0	0.0	0.0	272.0	6935.0
Hte-AMvi_051-Ex1-3B-lcwgs-1-T.clmp.fp2_r2_screen	170.0	28.0	8.0	4.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	272.0	6941.0
Hte-AMvi_052-Ex1-3C-lcwgs-1-T.clmp.fp2_r1_screen	4490.0	498.0	127.0	30.0	18.0	0.0	3.0	3.0	0.0	0.0	0.0	3247.0	49665.0
Hte-AMvi_052-Ex1-3C-lcwgs-1-T.clmp.fp2_r2_screen	4434.0	490.0	130.0	32.0	18.0	8.0	7.0	8.0	0.0	0.0	0.0	3202.0	49752.0
Hte-AMvi_053-Ex1-3D-lcwgs-1-T.clmp.fp2_r1_screen	26329.0	2185.0	1284.0	179.0	54.0	27.0	22.0	20.0	0.0	0.0	0.0	16707.0	185138.0
Hte-AMvi_053-Ex1-3D-lcwgs-1-T.clmp.fp2_r2_screen	26098.0	2231.0	1290.0	165.0	52.0	13.0	28.0	25.0	0.0	0.0	0.0	16348.0	185695.0
Hte-AMvi_054-Ex1-3E-lcwgs-1-T.clmp.fp2_r1_screen	47465.0	4164.0	480.0	262.0	82.0	28.0	32.0	18.0	1.0	0.0	0.0	30430.0	386276.0
Hte-AMvi_054-Ex1-3E-lcwgs-1-T.clmp.fp2_r2_screen	46728.0	4143.0	476.0	275.0	95.0	31.0	31.0	22.0	1.0	0.0	0.0	29658.0	387778.0
Hte-AMvi_055-Ex1-3F-lcwgs-1-T.clmp.fp2_r1_screen	33848.0	5289.0	829.0	458.0	171.0	55.0	65.0	31.0	0.0	0.0	0.0	29403.0	578177.0
Hte-AMvi_055-Ex1-3F-lcwgs-1-T.clmp.fp2_r2_screen	33452.0	5328.0	898.0	439.0	182.0	59.0	61.0	26.0	5.0	0.0	0.0	28857.0	579019.0
Hte-AMvi_056-Ex1-3G-lcwgs-1-T.clmp.fp2_r1_screen	27208.0	3287.0	349.0	328.0	83.0	21.0	31.0	18.0	0.0	0.0	0.0	20745.0	396421.0
Hte-AMvi_056-Ex1-3G-lcwgs-1-T.clmp.fp2_r2_screen	26949.0	3297.0	367.0	335.0	82.0	36.0	34.0	19.0	2.0	0.0	0.0	20052.0	397318.0
Hte-AMvi_057-Ex1-3H-lcwgs-1-T.clmp.fp2_r1_screen	38029.0	3835.0	388.0	241.0	97.0	28.0	31.0	19.0	0.0	0.0	0.0	26450.0	370000.0
Hte-AMvi_057-Ex1-3H-lcwgs-1-T.clmp.fp2_r2_screen	37684.0	3861.0	373.0	252.0	90.0	33.0	40.0	22.0	2.0	0.0	0.0	25399.0	371362.0
Hte-AMvi_058-Ex1-4A-lcwgs-1-T.clmp.fp2_r1_screen	22416.0	2297.0	208.0	153.0	42.0	16.0	11.0	9.0	1.0	0.0	0.0	15157.0	198630.0
Hte-AMvi_058-Ex1-4A-lcwgs-1-T.clmp.fp2_r2_screen	22283.0	2304.0	196.0	147.0	43.0	16.0	21.0	5.0	1.0	0.0	0.0	14792.0	199132.0
Hte-AMvi_059-Ex1-4B-lcwgs-1-T.clmp.fp2_r1_screen	4922.0	1034.0	867.0	140.0	30.0	15.0	12.0	9.0	0.0	0.0	0.0	5235.0	165474.0
Hte-AMvi_059-Ex1-4B-lcwgs-1-T.clmp.fp2_r2_screen	4935.0	1032.0	875.0	155.0	38.0	9.0	15.0	13.0	0.0	0.0	0.0	5157.0	165509.0
Hte-AMvi_060-Ex1-4C-lcwgs-1-T.clmp.fp2_r1_screen	6374.0	1576.0	257.0	146.0	77.0	19.0	20.0	10.0	0.0	0.0	0.0	7472.0	253037.0
Hte-AMvi_060-Ex1-4C-lcwgs-1-T.clmp.fp2_r2_screen	6333.0	1564.0	226.0	168.0	77.0	30.0	23.0	8.0	0.0	0.0	0.0	7307.0	253252.0
Hte-AMvi_061-Ex1-4D-lcwgs-1-T.clmp.fp2_r1_screen	29708.0	2867.0	298.0	190.0	72.0	21.0	28.0	15.0	1.0	0.0	0.0	19834.0	294497.0
Hte-AMvi_061-Ex1-4D-lcwgs-1-T.clmp.fp2_r2_screen	29443.0	2900.0	291.0	189.0	68.0	15.0	19.0	17.0	1.0	0.0	0.0	19465.0	295123.0
Hte-APnd_001-Ex1-10G-lcwgs-1-T.clmp.fp2_r1_screen	3674.0	775.0	350.0	61.0	46.0	11.0	6.0	7.0	1.0	0.0	0.0	3968.0	127996.0
Hte-APnd_001-Ex1-10G-lcwgs-1-T.clmp.fp2_r2_screen	3725.0	763.0	357.0	70.0	33.0	13.0	19.0	4.0	0.0	0.0	0.0	4011.0	127900.0
Hte-APnd_002-Ex1-10H-lcwgs-1-T.clmp.fp2_r1_screen	1494.0	154.0	146.0	4.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	881.0	8791.0
Hte-APnd_002-Ex1-10H-lcwgs-1-T.clmp.fp2_r2_screen	1454.0	151.0	142.0	5.0	1.0	0.0	0.0	14.0	1.0	0.0	0.0	889.0	8820.0
Hte-APnd_003-Ex1-11A-lcwgs-1-T.clmp.fp2_r1_screen	195.0	49.0	69.0	3.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	368.0	6789.0
Hte-APnd_003-Ex1-11A-lcwgs-1-T.clmp.fp2_r2_screen	188.0	59.0	77.0	6.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	361.0	6783.0
Hte-APnd_004-Ex1-11B-lcwgs-1-T.clmp.fp2_r1_screen	135.0	33.0	36.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	287.0	5403.0
Hte-APnd_004-Ex1-11B-lcwgs-1-T.clmp.fp2_r2_screen	144.0	32.0	36.0	7.0	3.0	1.0	3.0	0.0	0.0	0.0	0.0	295.0	5377.0
Hte-APnd_005-Ex1-11C-lcwgs-1-T.clmp.fp2_r1_screen	482.0	136.0	90.0	24.0	6.0	2.0	0.0	2.0	0.0	0.0	0.0	852.0	26114.0
Hte-APnd_005-Ex1-11C-lcwgs-1-T.clmp.fp2_r2_screen	475.0	136.0	87.0	15.0	5.0	3.0	1.0	2.0	0.0	0.0	0.0	848.0	26136.0
Hte-APnd_006-Ex1-11D-lcwgs-1-T.clmp.fp2_r1_screen	2500.0	603.0	163.0	64.0	35.0	6.0	9.0	5.0	0.0	0.0	0.0	3409.0	100701.0
Hte-APnd_006-Ex1-11D-lcwgs-1-T.clmp.fp2_r2_screen	2500.0	643.0	165.0	65.0	34.0	8.0	8.0	8.0	0.0	0.0	0.0	3395.0	100669.0
Hte-APnd_007-Ex1-11E-lcwgs-1-T.clmp.fp2_r1_screen	2635.0	1104.0	197.0	110.0	48.0	15.0	18.0	6.0	1.0	0.0	0.0	5267.0	148851.0
Hte-APnd_007-Ex1-11E-lcwgs-1-T.clmp.fp2_r2_screen	2568.0	1121.0	173.0	97.0	54.0	20.0	16.0	8.0	0.0	0.0	0.0	5185.0	149010.0
Hte-APnd_008-Ex1-11F-lcwgs-1-T.clmp.fp2_r1_screen	1063.0	550.0	112.0	64.0	23.0	10.0	8.0	4.0	0.0	0.0	0.0	2782.0	73088.0
Hte-APnd_008-Ex1-11F-lcwgs-1-T.clmp.fp2_r2_screen	1068.0	548.0	111.0	55.0	33.0	8.0	5.0	2.0	0.0	0.0	0.0	2833.0	73041.0
