Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Viruses	Bird	Plant	Coral	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Adu-AHam_024-Ex1-a-3G-lcwgs-2-1.clmp.fp2_r1_screen	268.0	255.0	79.0	29.0	25.0	15.0	1.0	1.0	0.0	0.0	1121.0	49447.0
Adu-AHam_024-Ex1-a-3G-lcwgs-2-1.clmp.fp2_r2_screen	272.0	239.0	89.0	20.0	24.0	13.0	2.0	4.0	0.0	0.0	1136.0	49442.0
Adu-AHam_025-Ex1-a-1G-lcwgs-1-1.clmp.fp2_r1_screen	385.0	176.0	109.0	19.0	6.0	8.0	2.0	0.0	0.0	0.0	891.0	34180.0
Adu-AHam_025-Ex1-a-1G-lcwgs-1-1.clmp.fp2_r2_screen	393.0	162.0	104.0	16.0	12.0	9.0	1.0	4.0	0.0	0.0	874.0	34201.0
Adu-AHam_026-Ex1-b-1H-lcwgs-1-1.clmp.fp2_r1_screen	212.0	172.0	56.0	16.0	3.0	8.0	3.0	4.0	0.0	0.0	786.0	33914.0
Adu-AHam_026-Ex1-b-1H-lcwgs-1-1.clmp.fp2_r2_screen	225.0	163.0	50.0	15.0	7.0	7.0	3.0	4.0	0.0	0.0	779.0	33921.0
Adu-AHam_027-Ex1-b-2A-lcwgs-1-1.clmp.fp2_r1_screen	4332.0	886.0	1037.0	97.0	22.0	41.0	7.0	12.0	0.0	0.0	3871.0	149455.0
Adu-AHam_027-Ex1-b-2A-lcwgs-1-1.clmp.fp2_r2_screen	4234.0	869.0	1003.0	104.0	17.0	43.0	9.0	5.0	0.0	0.0	3941.0	149535.0
Adu-AHam_028-Ex1-b-2B-lcwgs-1-1.clmp.fp2_r1_screen	2640.0	543.0	920.0	60.0	22.0	14.0	3.0	4.0	0.0	0.0	2445.0	63654.0
Adu-AHam_028-Ex1-b-2B-lcwgs-1-1.clmp.fp2_r2_screen	2591.0	521.0	944.0	52.0	16.0	13.0	6.0	5.0	0.0	0.0	2475.0	63682.0
Adu-AHam_029-Ex1-a-2C-lcwgs-1-1.clmp.fp2_r1_screen	502.0	329.0	133.0	33.0	24.0	9.0	2.0	4.0	0.0	0.0	1193.0	51731.0
Adu-AHam_029-Ex1-a-2C-lcwgs-1-1.clmp.fp2_r2_screen	518.0	318.0	130.0	30.0	15.0	9.0	2.0	3.0	0.0	0.0	1247.0	51688.0
Adu-AHam_030-Ex1-b-2F-lcwgs-2-1.clmp.fp2_r1_screen	353.0	264.0	119.0	19.0	20.0	14.0	4.0	1.0	0.0	0.0	1101.0	46804.0
Adu-AHam_030-Ex1-b-2F-lcwgs-2-1.clmp.fp2_r2_screen	340.0	276.0	114.0	23.0	20.0	17.0	1.0	3.0	0.0	0.0	1096.0	46809.0
Adu-AHam_032-Ex1-b-2F-lcwgs-1-1.clmp.fp2_r1_screen	1189.0	355.0	277.0	42.0	34.0	17.0	5.0	7.0	0.0	0.0	1580.0	58001.0
Adu-AHam_032-Ex1-b-2F-lcwgs-1-1.clmp.fp2_r2_screen	1202.0	365.0	268.0	47.0	21.0	21.0	3.0	3.0	0.0	0.0	1576.0	58001.0
Adu-AHam_033-Ex1-b-2G-lcwgs-1-1.clmp.fp2_r1_screen	310.0	314.0	154.0	41.0	12.0	13.0	6.0	6.0	0.0	0.0	1136.0	54593.0
Adu-AHam_033-Ex1-b-2G-lcwgs-1-1.clmp.fp2_r2_screen	323.0	306.0	156.0	32.0	12.0	15.0	5.0	4.0	0.0	0.0	1145.0	54587.0
Adu-AHam_034-Ex1-a-2H-lcwgs-1-1.clmp.fp2_r1_screen	5520.0	990.0	696.0	139.0	9.0	22.0	7.0	6.0	0.0	0.0	4189.0	132068.0
Adu-AHam_034-Ex1-a-2H-lcwgs-1-1.clmp.fp2_r2_screen	5492.0	977.0	686.0	132.0	16.0	26.0	5.0	4.0	0.0	0.0	4183.0	132125.0
Adu-AHam_035-Ex1-a-3A-lcwgs-1-1.clmp.fp2_r1_screen	3303.0	610.0	936.0	69.0	16.0	16.0	7.0	4.0	0.0	0.0	2705.0	60716.0
Adu-AHam_035-Ex1-a-3A-lcwgs-1-1.clmp.fp2_r2_screen	3358.0	583.0	940.0	62.0	22.0	10.0	6.0	5.0	0.0	0.0	2680.0	60716.0
Adu-AHam_036-Ex1-a-3B-lcwgs-1-1.clmp.fp2_r1_screen	4079.0	695.0	799.0	57.0	17.0	14.0	0.0	2.0	0.0	0.0	3252.0	72271.0
Adu-AHam_036-Ex1-a-3B-lcwgs-1-1.clmp.fp2_r2_screen	4104.0	725.0	800.0	61.0	23.0	21.0	4.0	2.0	0.0	0.0	3256.0	72190.0
Adu-AHam_037-Ex1-a-3C-lcwgs-1-1.clmp.fp2_r1_screen	1802.0	384.0	180.0	42.0	22.0	11.0	5.0	5.0	0.0	0.0	1654.0	51890.0
Adu-AHam_037-Ex1-a-3C-lcwgs-1-1.clmp.fp2_r2_screen	1766.0	391.0	188.0	28.0	29.0	17.0	3.0	3.0	0.0	0.0	1697.0	51873.0
Adu-AHam_038-Ex1-b-3D-lcwgs-1-1.clmp.fp2_r1_screen	882.0	318.0	148.0	28.0	12.0	11.0	5.0	8.0	0.0	0.0	1275.0	48482.0
Adu-AHam_038-Ex1-b-3D-lcwgs-1-1.clmp.fp2_r2_screen	911.0	333.0	143.0	35.0	16.0	18.0	4.0	3.0	0.0	0.0	1311.0	48395.0
Adu-AHam_040-Ex1-b-3F-lcwgs-1-1.clmp.fp2_r1_screen	3107.0	564.0	252.0	56.0	22.0	14.0	5.0	7.0	0.0	0.0	2459.0	67553.0
Adu-AHam_040-Ex1-b-3F-lcwgs-1-1.clmp.fp2_r2_screen	3096.0	565.0	260.0	54.0	19.0	11.0	2.0	3.0	0.0	0.0	2439.0	67590.0
Adu-AHam_041-Ex1-b-3G-lcwgs-1-1.clmp.fp2_r1_screen	580.0	244.0	88.0	19.0	15.0	12.0	9.0	1.0	0.0	0.0	951.0	38721.0
Adu-AHam_041-Ex1-b-3G-lcwgs-1-1.clmp.fp2_r2_screen	608.0	253.0	84.0	14.0	14.0	13.0	5.0	3.0	0.0	0.0	921.0	38725.0
Adu-AHam_042-Ex1-a-3H-lcwgs-1-1.clmp.fp2_r1_screen	2128.0	480.0	575.0	52.0	11.0	13.0	5.0	3.0	0.0	0.0	1951.0	46962.0
Adu-AHam_042-Ex1-a-3H-lcwgs-1-1.clmp.fp2_r2_screen	2148.0	496.0	555.0	44.0	15.0	6.0	7.0	3.0	0.0	0.0	1950.0	46956.0
Adu-AHam_043-Ex1-a-4A-lcwgs-1-1.clmp.fp2_r1_screen	1245.0	343.0	599.0	46.0	19.0	12.0	12.0	6.0	0.0	0.0	1533.0	61061.0
Adu-AHam_043-Ex1-a-4A-lcwgs-1-1.clmp.fp2_r2_screen	1245.0	351.0	603.0	34.0	17.0	12.0	12.0	1.0	0.0	0.0	1501.0	61100.0
Adu-AHam_044-Ex1-b-4B-lcwgs-1-1.clmp.fp2_r1_screen	1961.0	710.0	479.0	79.0	60.0	39.0	14.0	4.0	0.0	0.0	3160.0	112858.0
Adu-AHam_044-Ex1-b-4B-lcwgs-1-1.clmp.fp2_r2_screen	1996.0	777.0	460.0	84.0	71.0	41.0	10.0	8.0	0.0	0.0	3178.0	112739.0
Adu-AHam_045-Ex1-a-4C-lcwgs-1-1.clmp.fp2_r1_screen	1777.0	503.0	477.0	42.0	31.0	22.0	9.0	3.0	0.0	0.0	2007.0	65004.0
Adu-AHam_045-Ex1-a-4C-lcwgs-1-1.clmp.fp2_r2_screen	1734.0	533.0	463.0	34.0	29.0	19.0	2.0	2.0	0.0	0.0	2041.0	65018.0
Adu-AHam_046-Ex1-b-4D-lcwgs-1-1.clmp.fp2_r1_screen	6261.0	1956.0	2007.0	238.0	156.0	74.0	27.0	19.0	1.0	0.0	8696.0	282814.0
Adu-AHam_046-Ex1-b-4D-lcwgs-1-1.clmp.fp2_r2_screen	6169.0	1954.0	1991.0	240.0	183.0	82.0	16.0	20.0	1.0	0.0	8749.0	282844.0
Adu-AHam_047-Ex1-a-4E-lcwgs-1-1.clmp.fp2_r1_screen	1147.0	429.0	416.0	40.0	28.0	18.0	5.0	5.0	0.0	0.0	1579.0	61811.0
Adu-AHam_047-Ex1-a-4E-lcwgs-1-1.clmp.fp2_r2_screen	1136.0	418.0	424.0	39.0	21.0	24.0	4.0	5.0	0.0	0.0	1590.0	61817.0
Adu-AHam_048-Ex1-a-4F-lcwgs-1-1.clmp.fp2_r1_screen	6308.0	1050.0	1099.0	148.0	72.0	42.0	8.0	12.0	0.0	0.0	4970.0	137596.0
Adu-AHam_048-Ex1-a-4F-lcwgs-1-1.clmp.fp2_r2_screen	6319.0	1029.0	1109.0	141.0	69.0	57.0	16.0	6.0	0.0	0.0	4948.0	137611.0
Adu-AHam_049-Ex1-1A-lcwgs-1-1.clmp.fp2_r1_screen	52104.0	5475.0	4353.0	428.0	73.0	119.0	3272.0	32.0	0.0	0.0	41867.0	1158112.0
Adu-AHam_049-Ex1-1A-lcwgs-1-1.clmp.fp2_r2_screen	52122.0	5495.0	4368.0	420.0	65.0	138.0	3289.0	28.0	0.0	0.0	41798.0	1158112.0
Adu-AHam_050-Ex1-1B-lcwgs-1-1.clmp.fp2_r1_screen	58545.0	5241.0	5434.0	272.0	224.0	65.0	78.0	22.0	0.0	0.0	35124.0	444470.0
Adu-AHam_050-Ex1-1B-lcwgs-1-1.clmp.fp2_r2_screen	58463.0	5344.0	5373.0	278.0	240.0	79.0	73.0	15.0	0.0	0.0	35360.0	444250.0
Adu-AHam_051-Ex1-1C-lcwgs-1-1.clmp.fp2_r1_screen	24833.0	6572.0	1501.0	717.0	112.0	477.0	107.0	116.0	1.0	0.0	34025.0	1695984.0
Adu-AHam_051-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	24843.0	6700.0	1475.0	718.0	115.0	450.0	103.0	103.0	0.0	0.0	34130.0	1695808.0
Adu-AHam_052-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	97131.0	8411.0	3702.0	678.0	185.0	296.0	185.0	84.0	3.0	0.0	65377.0	1741724.0
Adu-AHam_052-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	96943.0	8425.0	3695.0	662.0	192.0	305.0	195.0	88.0	2.0	0.0	65545.0	1741724.0
Adu-AHam_053-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	90075.0	10408.0	17618.0	1000.0	374.0	306.0	315.0	100.0	1.0	0.0	63510.0	1462410.0
Adu-AHam_053-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	90270.0	10455.0	17641.0	994.0	347.0	299.0	294.0	94.0	0.0	0.0	63807.0	1461916.0
Adu-AHam_054-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	90435.0	10431.0	5640.0	869.0	207.0	456.0	134.0	132.0	1.0	0.0	65090.0	2027038.0
Adu-AHam_054-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	90316.0	10516.0	5597.0	903.0	194.0	443.0	128.0	135.0	0.0	1.0	65382.0	2026818.0
Adu-AHam_055-Ex1-1G-lcwgs-1-1.clmp.fp2_r1_screen	74387.0	7329.0	2837.0	555.0	168.0	238.0	107.0	58.0	0.0	0.0	55604.0	1799413.0
Adu-AHam_055-Ex1-1G-lcwgs-1-1.clmp.fp2_r2_screen	74569.0	7348.0	2889.0	531.0	146.0	238.0	129.0	59.0	1.0	0.0	55179.0	1799607.0
Adu-AHam_056-Ex1-1H-lcwgs-1-1.clmp.fp2_r1_screen	1708.0	470.0	157.0	51.0	13.0	24.0	29.0	9.0	0.0	0.0	2473.0	76082.0
Adu-AHam_056-Ex1-1H-lcwgs-1-1.clmp.fp2_r2_screen	1727.0	491.0	159.0	52.0	7.0	18.0	40.0	10.0	0.0	0.0	2511.0	76001.0
Adu-AHam_057-Ex1-2A-lcwgs-1-1.clmp.fp2_r1_screen	20813.0	4482.0	1402.0	430.0	92.0	288.0	255.0	68.0	3.0	0.0	21508.0	920024.0
Adu-AHam_057-Ex1-2A-lcwgs-1-1.clmp.fp2_r2_screen	20772.0	4491.0	1437.0	471.0	79.0	267.0	243.0	64.0	2.0	0.0	21903.0	919636.0
Adu-AHam_058-Ex1-2B-lcwgs-1-1.clmp.fp2_r1_screen	654.0	340.0	436.0	43.0	20.0	17.0	5.0	1.0	0.0	0.0	1666.0	50201.0
Adu-AHam_058-Ex1-2B-lcwgs-1-1.clmp.fp2_r2_screen	684.0	335.0	417.0	39.0	21.0	13.0	4.0	4.0	0.0	0.0	1649.0	50217.0
Adu-AHam_059-Ex1-2C-lcwgs-1-1.clmp.fp2_r1_screen	2932.0	703.0	604.0	69.0	28.0	28.0	12.0	12.0	0.0	0.0	3404.0	95960.0
Adu-AHam_059-Ex1-2C-lcwgs-1-1.clmp.fp2_r2_screen	2922.0	708.0	603.0	65.0	24.0	38.0	13.0	6.0	0.0	0.0	3444.0	95929.0
Adu-AHam_060-Ex1-2D-lcwgs-1-1.clmp.fp2_r1_screen	16710.0	4493.0	4361.0	366.0	131.0	235.0	69.0	61.0	0.0	0.0	19888.0	792697.0
Adu-AHam_060-Ex1-2D-lcwgs-1-1.clmp.fp2_r2_screen	16672.0	4569.0	4361.0	394.0	133.0	207.0	74.0	59.0	0.0	0.0	20181.0	792361.0
Adu-AHam_061-Ex1-2E-lcwgs-1-1.clmp.fp2_r1_screen	637.0	428.0	487.0	40.0	19.0	15.0	8.0	8.0	0.0	0.0	2030.0	65463.0
Adu-AHam_061-Ex1-2E-lcwgs-1-1.clmp.fp2_r2_screen	637.0	411.0	475.0	37.0	12.0	27.0	8.0	6.0	0.0	0.0	2045.0	65477.0
Adu-AHam_062-Ex1-2F-lcwgs-1-1.clmp.fp2_r1_screen	1073.0	484.0	522.0	42.0	28.0	21.0	11.0	8.0	0.0	0.0	1972.0	67088.0
Adu-AHam_062-Ex1-2F-lcwgs-1-1.clmp.fp2_r2_screen	1040.0	484.0	528.0	33.0	24.0	21.0	7.0	9.0	0.0	0.0	1987.0	67116.0
Adu-AHam_063-Ex1-2G-lcwgs-1-1.clmp.fp2_r1_screen	3376.0	738.0	1345.0	42.0	30.0	15.0	9.0	5.0	0.0	0.0	3365.0	67941.0
Adu-AHam_063-Ex1-2G-lcwgs-1-1.clmp.fp2_r2_screen	3440.0	752.0	1343.0	51.0	22.0	20.0	7.0	10.0	0.0	0.0	3295.0	67926.0
Adu-AHam_064-Ex1-2H-lcwgs-1-1.clmp.fp2_r1_screen	110099.0	19097.0	13880.0	1972.0	285.0	665.0	628.0	214.0	4.0	0.0	88888.0	2443037.0
Adu-AHam_064-Ex1-2H-lcwgs-1-1.clmp.fp2_r2_screen	110286.0	19084.0	13855.0	1981.0	287.0	613.0	632.0	203.0	0.0	0.0	89059.0	2442769.0
Adu-AHam_065-Ex1-3A-lcwgs-1-1.clmp.fp2_r1_screen	41108.0	8928.0	18711.0	914.0	180.0	388.0	5854.0	118.0	1.0	0.0	43626.0	1594438.0
Adu-AHam_065-Ex1-3A-lcwgs-1-1.clmp.fp2_r2_screen	41145.0	9068.0	18743.0	846.0	186.0	365.0	5776.0	147.0	2.0	0.0	43550.0	1594438.0
Adu-AHam_066-Ex1-3B-lcwgs-1-1.clmp.fp2_r1_screen	3976.0	793.0	393.0	70.0	68.0	33.0	18.0	5.0	0.0	0.0	4623.0	113370.0
Adu-AHam_066-Ex1-3B-lcwgs-1-1.clmp.fp2_r2_screen	4019.0	758.0	408.0	59.0	61.0	33.0	12.0	6.0	0.0	0.0	4599.0	113394.0
Adu-AHam_067-Ex1-3C-lcwgs-1-1.clmp.fp2_r1_screen	92774.0	13365.0	11688.0	748.0	333.0	268.0	135.0	92.0	1.0	0.0	65229.0	1232344.0
Adu-AHam_067-Ex1-3C-lcwgs-1-1.clmp.fp2_r2_screen	92688.0	13463.0	11723.0	751.0	320.0	284.0	141.0	77.0	1.0	0.0	65751.0	1231778.0
Adu-AHam_068-Ex1-3D-lcwgs-1-1.clmp.fp2_r1_screen	4174.0	2057.0	1240.0	207.0	68.0	100.0	323.0	23.0	1.0	0.0	9008.0	379133.0
Adu-AHam_068-Ex1-3D-lcwgs-1-1.clmp.fp2_r2_screen	4199.0	2027.0	1218.0	181.0	77.0	113.0	327.0	29.0	0.0	0.0	9110.0	379053.0
Adu-AHam_069-Ex1-3E-lcwgs-1-1.clmp.fp2_r1_screen	49132.0	12860.0	6780.0	1247.0	231.0	673.0	225.0	246.0	3.0	0.0	58639.0	2584692.0
Adu-AHam_069-Ex1-3E-lcwgs-1-1.clmp.fp2_r2_screen	48809.0	13071.0	6802.0	1329.0	228.0	661.0	232.0	239.0	2.0	0.0	58934.0	2584421.0
Adu-AHam_070-Ex1-3F-lcwgs-1-1.clmp.fp2_r1_screen	5739.0	2066.0	904.0	177.0	55.0	96.0	39.0	25.0	0.0	0.0	7946.0	391750.0
Adu-AHam_070-Ex1-3F-lcwgs-1-1.clmp.fp2_r2_screen	5728.0	2062.0	898.0	175.0	60.0	104.0	36.0	34.0	0.0	0.0	8073.0	391627.0
Adu-AHam_071-Ex1-3G-lcwgs-1-1.clmp.fp2_r1_screen	53962.0	12796.0	7277.0	1064.0	759.0	423.0	156.0	108.0	1.0	0.0	52461.0	1514388.0
Adu-AHam_071-Ex1-3G-lcwgs-1-1.clmp.fp2_r2_screen	54013.0	12603.0	7162.0	1045.0	754.0	408.0	148.0	124.0	0.0	0.0	52750.0	1514388.0
Adu-AHam_072-Ex1-3H-lcwgs-1-1.clmp.fp2_r1_screen	246580.0	31471.0	5517.0	1639.0	1671.0	617.0	4472.0	167.0	5.0	0.0	190180.0	2127630.0
Adu-AHam_072-Ex1-3H-lcwgs-1-1.clmp.fp2_r2_screen	246239.0	31661.0	5662.0	1616.0	1640.0	602.0	4396.0	169.0	4.0	0.0	190852.0	2127108.0
Adu-AHam_073-Ex1-4A-lcwgs-1-1.clmp.fp2_r1_screen	71070.0	19976.0	6176.0	1998.0	656.0	854.0	3411.0	186.0	2.0	0.0	147400.0	2557741.0
Adu-AHam_073-Ex1-4A-lcwgs-1-1.clmp.fp2_r2_screen	70924.0	20182.0	6101.0	1993.0	663.0	789.0	3431.0	188.0	1.0	0.0	147738.0	2557460.0
Adu-AHam_074-Ex1-4B-lcwgs-1-1.clmp.fp2_r1_screen	23727.0	14948.0	5493.0	1291.0	1161.0	736.0	176.0	162.0	2.0	0.0	101924.0	1888797.0
Adu-AHam_074-Ex1-4B-lcwgs-1-1.clmp.fp2_r2_screen	23416.0	15068.0	5462.0	1282.0	1168.0	796.0	176.0	154.0	1.0	0.0	102097.0	1888797.0
Adu-AHam_075-Ex1-4C-lcwgs-1-1.clmp.fp2_r1_screen	4857.0	1510.0	265.0	75.0	132.0	41.0	16.0	8.0	0.0	0.0	5807.0	147368.0
Adu-AHam_075-Ex1-4C-lcwgs-1-1.clmp.fp2_r2_screen	4902.0	1527.0	248.0	60.0	149.0	44.0	14.0	10.0	0.0	0.0	5789.0	147336.0
Adu-AHam_076-Ex1-4D-lcwgs-1-1.clmp.fp2_r1_screen	34343.0	9937.0	2245.0	742.0	399.0	302.0	146.0	83.0	2.0	0.0	38278.0	2142306.0
Adu-AHam_076-Ex1-4D-lcwgs-1-1.clmp.fp2_r2_screen	34376.0	9973.0	2290.0	754.0	410.0	351.0	149.0	82.0	0.0	0.0	38538.0	2141860.0
Adu-AHam_077-Ex1-4E-lcwgs-1-1.clmp.fp2_r1_screen	34402.0	16807.0	17313.0	1588.0	1713.0	886.0	374.0	197.0	1.0	0.0	108086.0	2485793.0
Adu-AHam_077-Ex1-4E-lcwgs-1-1.clmp.fp2_r2_screen	34425.0	16805.0	17301.0	1573.0	1678.0	914.0	387.0	215.0	3.0	0.0	108600.0	2485259.0
Adu-AHam_078-Ex1-4F-lcwgs-1-1.clmp.fp2_r1_screen	16654.0	4202.0	1452.0	333.0	224.0	194.0	156.0	37.0	1.0	0.0	22728.0	1567367.0
Adu-AHam_078-Ex1-4F-lcwgs-1-1.clmp.fp2_r2_screen	16730.0	4351.0	1474.0	357.0	232.0	188.0	152.0	37.0	0.0	0.0	22621.0	1567206.0
Adu-AHam_079-Ex1-4G-lcwgs-1-1.clmp.fp2_r1_screen	19916.0	20126.0	8261.0	1983.0	1879.0	1166.0	3650.0	237.0	1.0	0.0	89857.0	3064181.0
Adu-AHam_079-Ex1-4G-lcwgs-1-1.clmp.fp2_r2_screen	19994.0	20008.0	7948.0	1908.0	1906.0	1196.0	3573.0	226.0	3.0	0.0	90314.0	3064181.0
Adu-AHam_080-Ex1-4H-lcwgs-1-1.clmp.fp2_r1_screen	39859.0	7063.0	4835.0	1224.0	205.0	260.0	264.0	79.0	1.0	0.0	37716.0	1382006.0
Adu-AHam_080-Ex1-4H-lcwgs-1-1.clmp.fp2_r2_screen	39956.0	7133.0	4828.0	1254.0	206.0	310.0	254.0	69.0	0.0	0.0	37643.0	1381859.0
Adu-AHam_081-Ex1-5A-lcwgs-1-1.clmp.fp2_r1_screen	101221.0	12301.0	16847.0	3020.0	466.0	261.0	7828.0	80.0	1.0	0.0	82369.0	1588151.0
Adu-AHam_081-Ex1-5A-lcwgs-1-1.clmp.fp2_r2_screen	101092.0	12189.0	16766.0	2989.0	471.0	263.0	7779.0	73.0	0.0	0.0	82409.0	1588514.0
Adu-AHam_082-Ex1-5B-lcwgs-1-1.clmp.fp2_r1_screen	11572.0	5896.0	4745.0	634.0	153.0	411.0	93.0	89.0	0.0	0.0	28616.0	1987171.0
Adu-AHam_082-Ex1-5B-lcwgs-1-1.clmp.fp2_r2_screen	11515.0	5985.0	4822.0	672.0	137.0	418.0	97.0	87.0	0.0	0.0	28884.0	1986763.0
Adu-AHam_083-Ex1-5C-lcwgs-1-1.clmp.fp2_r1_screen	18953.0	5995.0	8872.0	872.0	246.0	415.0	98.0	83.0	1.0	0.0	32345.0	2093894.0
Adu-AHam_083-Ex1-5C-lcwgs-1-1.clmp.fp2_r2_screen	19091.0	6020.0	8821.0	869.0	229.0	417.0	98.0	63.0	0.0	0.0	32488.0	2093678.0
Adu-AHam_084-Ex1-5D-lcwgs-1-1.clmp.fp2_r1_screen	5221.0	19471.0	3967.0	1997.0	563.0	1154.0	350.0	360.0	1.0	0.0	55864.0	3254934.0
Adu-AHam_084-Ex1-5D-lcwgs-1-1.clmp.fp2_r2_screen	5294.0	19070.0	3894.0	2000.0	569.0	1079.0	363.0	339.0	2.0	0.0	56672.0	3254600.0
Adu-AHam_085-Ex1-5E-lcwgs-1-1.clmp.fp2_r1_screen	11136.0	19001.0	3490.0	1998.0	220.0	1357.0	295.0	302.0	0.0	0.0	79336.0	4021895.0
Adu-AHam_085-Ex1-5E-lcwgs-1-1.clmp.fp2_r2_screen	11077.0	19210.0	3542.0	1989.0	211.0	1294.0	282.0	254.0	0.0	0.0	80104.0	4021067.0
Adu-AHam_086-Ex1-5F-lcwgs-1-1.clmp.fp2_r1_screen	7635.0	16311.0	4756.0	1848.0	241.0	1192.0	415.0	256.0	2.0	0.0	66680.0	3692082.0
Adu-AHam_086-Ex1-5F-lcwgs-1-1.clmp.fp2_r2_screen	7642.0	16135.0	4666.0	1838.0	212.0	1187.0	455.0	255.0	0.0	0.0	66946.0	3692082.0
Adu-AHam_087-Ex1-5G-lcwgs-1-1.clmp.fp2_r1_screen	5930.0	3220.0	833.0	363.0	63.0	263.0	49.0	53.0	1.0	0.0	24863.0	1562436.0
Adu-AHam_087-Ex1-5G-lcwgs-1-1.clmp.fp2_r2_screen	5864.0	3289.0	843.0	398.0	65.0	278.0	40.0	40.0	1.0	0.0	24979.0	1562277.0
Adu-AHam_088-Ex1-5H-lcwgs-1-1.clmp.fp2_r1_screen	9705.0	7928.0	2758.0	917.0	140.0	588.0	211.0	149.0	0.0	0.0	31954.0	2319005.0
Adu-AHam_088-Ex1-5H-lcwgs-1-1.clmp.fp2_r2_screen	9784.0	8065.0	2795.0	939.0	120.0	564.0	216.0	158.0	0.0	0.0	32184.0	2318530.0
Adu-AHam_089-Ex1-6A-lcwgs-1-1.clmp.fp2_r1_screen	33618.0	17648.0	50913.0	1741.0	1354.0	807.0	3669.0	244.0	2.0	0.0	112248.0	2729202.0
Adu-AHam_089-Ex1-6A-lcwgs-1-1.clmp.fp2_r2_screen	33553.0	17512.0	51026.0	1782.0	1337.0	775.0	3650.0	253.0	1.0	0.0	112946.0	2728611.0
Adu-AHam_090-Ex1-6B-lcwgs-1-1.clmp.fp2_r1_screen	40274.0	16357.0	8592.0	1674.0	323.0	826.0	290.0	263.0	1.0	0.0	62243.0	3198473.0
Adu-AHam_090-Ex1-6B-lcwgs-1-1.clmp.fp2_r2_screen	39873.0	16396.0	8533.0	1667.0	335.0	818.0	281.0	255.0	1.0	0.0	63017.0	3198140.0
Adu-AHam_091-Ex1-6C-lcwgs-1-1.clmp.fp2_r1_screen	716.0	626.0	206.0	55.0	32.0	35.0	4.0	9.0	0.0	0.0	3111.0	104901.0
Adu-AHam_091-Ex1-6C-lcwgs-1-1.clmp.fp2_r2_screen	731.0	623.0	203.0	52.0	45.0	27.0	5.0	9.0	0.0	0.0	3132.0	104868.0
Adu-AHam_092-Ex1-6D-lcwgs-1-1.clmp.fp2_r1_screen	628.0	500.0	199.0	60.0	34.0	31.0	9.0	4.0	0.0	0.0	2656.0	98136.0
Adu-AHam_092-Ex1-6D-lcwgs-1-1.clmp.fp2_r2_screen	658.0	504.0	189.0	44.0	37.0	22.0	11.0	3.0	0.0	0.0	2684.0	98105.0
Adu-AHam_093-Ex1-6E-lcwgs-1-1.clmp.fp2_r1_screen	509.0	571.0	238.0	56.0	36.0	38.0	19.0	9.0	0.0	0.0	3172.0	109529.0
Adu-AHam_093-Ex1-6E-lcwgs-1-1.clmp.fp2_r2_screen	515.0	545.0	238.0	59.0	40.0	36.0	12.0	9.0	0.0	0.0	3194.0	109529.0
Adu-AHam_094-Ex1-6F-lcwgs-1-1.clmp.fp2_r1_screen	10309.0	13259.0	3539.0	1727.0	133.0	882.0	1417.0	282.0	3.0	0.0	43801.0	3077444.0
Adu-AHam_094-Ex1-6F-lcwgs-1-1.clmp.fp2_r2_screen	10362.0	13463.0	3552.0	1648.0	133.0	880.0	1415.0	283.0	1.0	0.0	43931.0	3077128.0
Adu-AHam_095-Ex1-6G-lcwgs-1-1.clmp.fp2_r1_screen	10373.0	24621.0	5647.0	2485.0	896.0	1336.0	445.0	424.0	4.0	0.0	72340.0	3610055.0
Adu-AHam_095-Ex1-6G-lcwgs-1-1.clmp.fp2_r2_screen	10391.0	24442.0	5605.0	2425.0	862.0	1357.0	410.0	438.0	2.0	0.0	72639.0	3610055.0
Adu-AHam_096-Ex1-6H-lcwgs-1-1.clmp.fp2_r1_screen	332.0	282.0	104.0	21.0	14.0	17.0	5.0	5.0	0.0	0.0	1691.0	51947.0
Adu-AHam_096-Ex1-6H-lcwgs-1-1.clmp.fp2_r2_screen	368.0	299.0	105.0	19.0	10.0	18.0	6.0	4.0	0.0	0.0	1680.0	51909.0
Adu-AMat_001-Ex1-1H-lcwgs-1-1.clmp.fp2_r1_screen	1628.0	448.0	37.0	14.0	50.0	8.0	5.0	1.0	0.0	0.0	1378.0	28994.0
Adu-AMat_001-Ex1-1H-lcwgs-1-1.clmp.fp2_r2_screen	1639.0	456.0	27.0	17.0	45.0	11.0	2.0	2.0	0.0	0.0	1367.0	28997.0
Adu-AMat_002-Ex1-1G-lcwgs-2-1.clmp.fp2_r1_screen	1066.0	245.0	88.0	13.0	7.0	9.0	3.0	0.0	0.0	0.0	1030.0	37167.0
