Sample	Bacteria_24k	Protists_1k	Human	Fungi_RefSeq_release	Viruses	Bird	Plant	Coral	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Adu-CMat_066-Ex?-1G-lcwgs-1-1.clmp.fp2_r2_screen	1913.0	8813.0	1581.0	940.0	59.0	745.0	103.0	150.0	0.0	0.0	28794.0	1723208.0
Adu-CMat_072-Ex?-8C-lcwgs-2-1.clmp.fp2_r1_screen	700.0	14156.0	1671.0	1298.0	64.0	751.0	225.0	163.0	1.0	0.0	49755.0	1885301.0
Adu-CMat_072-Ex?-8C-lcwgs-2-1.clmp.fp2_r2_screen	703.0	14437.0	1618.0	1232.0	75.0	694.0	225.0	166.0	1.0	0.0	50024.0	1884910.0
Adu-CMat_076-Ex?-1F-lcwgs-1-1.clmp.fp2_r1_screen	1002.0	4929.0	790.0	579.0	34.0	343.0	71.0	71.0	1.0	0.0	14783.0	931077.0
Adu-CMat_076-Ex?-1F-lcwgs-1-1.clmp.fp2_r2_screen	1037.0	4863.0	729.0	572.0	31.0	391.0	65.0	63.0	1.0	0.0	14851.0	931077.0
Adu-CMat_078-Ex?-9C-lcwgs-2-1.clmp.fp2_r1_screen	5269.0	18806.0	3185.0	2278.0	90.0	1537.0	266.0	273.0	0.0	0.0	60254.0	3326531.0
Adu-CMat_078-Ex?-9C-lcwgs-2-1.clmp.fp2_r2_screen	5284.0	18661.0	3004.0	2301.0	92.0	1593.0	227.0	271.0	1.0	0.0	60866.0	3326189.0
Adu-CMat_079-Ex?-8D-lcwgs-2-1.clmp.fp2_r1_screen	1006.0	9059.0	1572.0	878.0	45.0	608.0	164.0	134.0	1.0	0.0	29716.0	1556185.0
Adu-CMat_079-Ex?-8D-lcwgs-2-1.clmp.fp2_r2_screen	998.0	9024.0	1556.0	862.0	53.0	567.0	156.0	160.0	0.0	0.0	29967.0	1556025.0
Adu-CMat_084-Ex?-9B-lcwgs-2-1.clmp.fp2_r1_screen	40684.0	23572.0	9476.0	2916.0	222.0	2258.0	243.0	331.0	0.0	0.0	96520.0	4586508.0
Adu-CMat_084-Ex?-9B-lcwgs-2-1.clmp.fp2_r2_screen	40893.0	23627.0	9295.0	2902.0	181.0	2194.0	253.0	310.0	0.0	0.0	97043.0	4586032.0
Adu-CMat_087-Ex?-8F-lcwgs-2-1.clmp.fp2_r1_screen	1812.0	32569.0	3351.0	2948.0	156.0	1514.0	482.0	399.0	2.0	0.0	113391.0	3768766.0
Adu-CMat_087-Ex?-8F-lcwgs-2-1.clmp.fp2_r2_screen	1803.0	32480.0	3335.0	2861.0	153.0	1613.0	466.0	377.0	1.0	0.0	114712.0	3767589.0
Adu-CMat_090-Ex?-1H-lcwgs-1-1.clmp.fp2_r1_screen	3913.0	13851.0	2162.0	1597.0	94.0	1203.0	147.0	200.0	4.0	0.0	40182.0	2777587.0
Adu-CMat_090-Ex?-1H-lcwgs-1-1.clmp.fp2_r2_screen	3887.0	13800.0	2113.0	1576.0	79.0	1139.0	166.0	167.0	1.0	0.0	40710.0	2777302.0
Adu-CMat_094-Ex?-9E-lcwgs-2-1.clmp.fp2_r1_screen	4776.0	14416.0	2620.0	1698.0	98.0	1436.0	170.0	216.0	0.0	0.0	47267.0	2931310.0
Adu-CMat_094-Ex?-9E-lcwgs-2-1.clmp.fp2_r2_screen	4763.0	14402.0	2488.0	1728.0	110.0	1384.0	170.0	217.0	0.0	0.0	47736.0	2931009.0
Adu-CMat_095-Ex?-2H-lcwgs-1-1.clmp.fp2_r1_screen	1118.0	2529.0	657.0	255.0	32.0	182.0	38.0	38.0	0.0	0.0	8233.0	460899.0
Adu-CMat_095-Ex?-2H-lcwgs-1-1.clmp.fp2_r2_screen	1158.0	2464.0	619.0	270.0	45.0	166.0	42.0	36.0	0.0	0.0	8282.0	460899.0
Adu-CMat_096-Ex?-8E-lcwgs-2-1.clmp.fp2_r1_screen	6194.0	22237.0	4007.0	2097.0	122.0	1422.0	267.0	335.0	5.0	0.0	76332.0	4151797.0
Adu-CMat_096-Ex?-8E-lcwgs-2-1.clmp.fp2_r2_screen	6159.0	22159.0	4102.0	2208.0	127.0	1462.0	299.0	375.0	5.0	0.0	76975.0	4150944.0
Adu-CMat_097-Ex?-9G-lcwgs-2-1.clmp.fp2_r1_screen	1470.0	10062.0	2021.0	1201.0	72.0	747.0	110.0	134.0	2.0	0.0	32020.0	1723972.0
Adu-CMat_097-Ex?-9G-lcwgs-2-1.clmp.fp2_r2_screen	1495.0	10086.0	2033.0	1198.0	63.0	768.0	120.0	111.0	1.0	0.0	32319.0	1723617.0
Adu-CMat_099-Ex?-9F-lcwgs-2-1.clmp.fp2_r1_screen	12359.0	14257.0	2820.0	1719.0	89.0	1353.0	179.0	225.0	1.0	0.0	49164.0	2810993.0
Adu-CMat_099-Ex?-9F-lcwgs-2-1.clmp.fp2_r2_screen	12304.0	14309.0	2782.0	1778.0	84.0	1258.0	152.0	207.0	2.0	0.0	49580.0	2810703.0
Adu-CSub_001-Ex1-7H-lcwgs-1-1.clmp.fp2_r1_screen	3716.0	10268.0	1445.0	1011.0	81.0	777.0	194.0	231.0	1.0	0.0	46879.0	1869591.0
Adu-CSub_001-Ex1-7H-lcwgs-1-1.clmp.fp2_r2_screen	3618.0	10179.0	1508.0	1003.0	83.0	745.0	183.0	217.0	1.0	0.0	46872.0	1869785.0
Adu-CSub_004-Ex1-6H-lcwgs-1-1.clmp.fp2_r1_screen	308.0	1339.0	190.0	144.0	24.0	77.0	15.0	27.0	0.0	0.0	4804.0	225544.0
Adu-CSub_004-Ex1-6H-lcwgs-1-1.clmp.fp2_r2_screen	312.0	1338.0	195.0	144.0	21.0	100.0	17.0	19.0	0.0	0.0	4782.0	225544.0
Adu-CSub_005-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	521.0	2228.0	280.0	215.0	19.0	126.0	41.0	25.0	0.0	0.0	7634.0	320907.0
Adu-CSub_005-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	512.0	2263.0	260.0	231.0	25.0	96.0	36.0	23.0	0.0	0.0	7743.0	320807.0
Adu-CSub_007-Ex1-2C-lcwgs-1-1.clmp.fp2_r1_screen	661.0	2998.0	363.0	272.0	23.0	171.0	47.0	35.0	0.0	0.0	11235.0	464560.0
Adu-CSub_007-Ex1-2C-lcwgs-1-1.clmp.fp2_r2_screen	703.0	2987.0	370.0	303.0	25.0	170.0	60.0	41.0	0.0	0.0	11290.0	464416.0
Adu-CSub_008-Ex1-2B-lcwgs-1-1.clmp.fp2_r1_screen	240.0	648.0	90.0	59.0	10.0	31.0	12.0	10.0	0.0	0.0	2291.0	103243.0
Adu-CSub_008-Ex1-2B-lcwgs-1-1.clmp.fp2_r2_screen	257.0	660.0	87.0	53.0	12.0	28.0	5.0	7.0	0.0	0.0	2336.0	103189.0
Adu-CSub_010-Ex1-6B-lcwgs-1-1.clmp.fp2_r1_screen	1876.0	10836.0	1359.0	1097.0	64.0	627.0	170.0	144.0	0.0	0.0	36492.0	1685430.0
Adu-CSub_010-Ex1-6B-lcwgs-1-1.clmp.fp2_r2_screen	1891.0	10787.0	1315.0	1119.0	69.0	613.0	140.0	148.0	0.0	0.0	36757.0	1685256.0
Adu-CSub_011-Ex1-4B-lcwgs-1-1.clmp.fp2_r1_screen	593.0	1191.0	169.0	110.0	24.0	84.0	10.0	22.0	0.0	0.0	4746.0	194451.0
Adu-CSub_011-Ex1-4B-lcwgs-1-1.clmp.fp2_r2_screen	594.0	1124.0	151.0	116.0	28.0	75.0	16.0	16.0	0.0	0.0	4829.0	194451.0
Adu-CSub_013-Ex1-7A-lcwgs-1-1.clmp.fp2_r1_screen	653.0	3426.0	499.0	311.0	36.0	203.0	39.0	73.0	0.0	0.0	11974.0	622684.0
Adu-CSub_013-Ex1-7A-lcwgs-1-1.clmp.fp2_r2_screen	663.0	3379.0	492.0	350.0	27.0	209.0	59.0	65.0	0.0	0.0	11906.0	622748.0
Adu-CSub_014-Ex1-3F-lcwgs-1-1.clmp.fp2_r1_screen	341.0	488.0	102.0	65.0	14.0	35.0	5.0	7.0	0.0	0.0	2419.0	92537.0
Adu-CSub_014-Ex1-3F-lcwgs-1-1.clmp.fp2_r2_screen	355.0	482.0	96.0	56.0	11.0	38.0	5.0	8.0	0.0	0.0	2464.0	92498.0
Adu-CSub_015-Ex1-3D-lcwgs-1-1.clmp.fp2_r1_screen	2259.0	5385.0	581.0	505.0	34.0	297.0	89.0	65.0	0.0	0.0	18834.0	738308.0
Adu-CSub_015-Ex1-3D-lcwgs-1-1.clmp.fp2_r2_screen	2241.0	5504.0	672.0	509.0	44.0	264.0	88.0	81.0	2.0	0.0	18797.0	738155.0
Adu-CSub_016-Ex1-5F-lcwgs-1-1.clmp.fp2_r1_screen	134.0	345.0	57.0	37.0	7.0	23.0	2.0	6.0	0.0	0.0	1400.0	58018.0
Adu-CSub_016-Ex1-5F-lcwgs-1-1.clmp.fp2_r2_screen	146.0	348.0	61.0	33.0	6.0	23.0	8.0	4.0	0.0	0.0	1455.0	57945.0
Adu-CSub_017-Ex1-5B-lcwgs-1-1.clmp.fp2_r1_screen	747.0	4451.0	526.0	451.0	29.0	236.0	69.0	65.0	0.0	0.0	14347.0	702988.0
Adu-CSub_017-Ex1-5B-lcwgs-1-1.clmp.fp2_r2_screen	734.0	4473.0	533.0	462.0	23.0	255.0	63.0	65.0	0.0	0.0	14458.0	702843.0
Adu-CSub_018-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	438.0	1300.0	190.0	118.0	14.0	69.0	27.0	19.0	0.0	0.0	4496.0	197959.0
Adu-CSub_018-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	445.0	1272.0	173.0	116.0	14.0	72.0	21.0	18.0	0.0	0.0	4500.0	197999.0
Adu-CSub_020-Ex1-1H-lcwgs-1-1.clmp.fp2_r1_screen	3079.0	12761.0	1977.0	1426.0	75.0	924.0	175.0	230.0	1.0	0.0	54894.0	2133278.0
Adu-CSub_020-Ex1-1H-lcwgs-1-1.clmp.fp2_r2_screen	3107.0	12387.0	1987.0	1288.0	70.0	978.0	166.0	204.0	0.0	0.0	54913.0	2133720.0
Adu-CSub_021-Ex1-3C-lcwgs-1-1.clmp.fp2_r1_screen	164.0	339.0	74.0	32.0	5.0	28.0	5.0	6.0	0.0	0.0	1575.0	59131.0
Adu-CSub_021-Ex1-3C-lcwgs-1-1.clmp.fp2_r2_screen	162.0	336.0	69.0	45.0	4.0	19.0	7.0	1.0	0.0	0.0	1560.0	59156.0
Adu-CSub_022-Ex1-3G-lcwgs-1-1.clmp.fp2_r1_screen	493.0	1764.0	244.0	168.0	18.0	109.0	33.0	18.0	0.0	0.0	6656.0	264333.0
Adu-CSub_022-Ex1-3G-lcwgs-1-1.clmp.fp2_r2_screen	530.0	1822.0	244.0	173.0	17.0	101.0	32.0	17.0	0.0	0.0	6676.0	264224.0
Adu-CSub_023-Ex1-4D-lcwgs-1-1.clmp.fp2_r1_screen	424.0	666.0	102.0	71.0	17.0	40.0	11.0	15.0	0.0	0.0	2626.0	112154.0
Adu-CSub_023-Ex1-4D-lcwgs-1-1.clmp.fp2_r2_screen	420.0	685.0	103.0	68.0	20.0	42.0	17.0	6.0	0.0	0.0	2634.0	112131.0
Adu-CSub_024-Ex1-6E-lcwgs-1-1.clmp.fp2_r1_screen	372.0	1554.0	202.0	158.0	18.0	89.0	19.0	23.0	0.0	0.0	6538.0	243053.0
Adu-CSub_024-Ex1-6E-lcwgs-1-1.clmp.fp2_r2_screen	380.0	1496.0	201.0	181.0	11.0	90.0	18.0	20.0	0.0	0.0	6550.0	243079.0
Adu-CSub_025-Ex1-7C-lcwgs-1-1.clmp.fp2_r1_screen	727.0	6074.0	763.0	564.0	29.0	382.0	105.0	120.0	0.0	0.0	20696.0	1057589.0
Adu-CSub_025-Ex1-7C-lcwgs-1-1.clmp.fp2_r2_screen	703.0	6035.0	751.0	561.0	22.0	364.0	97.0	99.0	0.0	0.0	21045.0	1057372.0
Adu-CSub_026-Ex1-5C-lcwgs-1-1.clmp.fp2_r1_screen	885.0	7789.0	890.0	775.0	37.0	427.0	118.0	112.0	0.0	0.0	24973.0	1205572.0
Adu-CSub_026-Ex1-5C-lcwgs-1-1.clmp.fp2_r2_screen	867.0	7829.0	944.0	765.0	46.0	408.0	122.0	111.0	2.0	0.0	25285.0	1205199.0
Adu-CSub_027-Ex1-6C-lcwgs-1-1.clmp.fp2_r1_screen	349.0	1085.0	185.0	112.0	18.0	67.0	16.0	20.0	0.0	0.0	4626.0	189804.0
Adu-CSub_027-Ex1-6C-lcwgs-1-1.clmp.fp2_r2_screen	366.0	1120.0	163.0	114.0	13.0	69.0	20.0	16.0	0.0	0.0	4656.0	189745.0
Adu-CSub_028-Ex1-2F-lcwgs-1-1.clmp.fp2_r1_screen	243.0	434.0	88.0	45.0	13.0	26.0	8.0	5.0	0.0	0.0	1599.0	69900.0
Adu-CSub_028-Ex1-2F-lcwgs-1-1.clmp.fp2_r2_screen	238.0	410.0	90.0	31.0	13.0	32.0	4.0	8.0	0.0	0.0	1606.0	69929.0
Adu-CSub_029-Ex1-8B-lcwgs-1-1.clmp.fp2_r1_screen	189.0	1240.0	193.0	125.0	10.0	94.0	19.0	20.0	0.0	0.0	4262.0	216739.0
Adu-CSub_029-Ex1-8B-lcwgs-1-1.clmp.fp2_r2_screen	214.0	1226.0	174.0	131.0	8.0	84.0	16.0	18.0	0.0	0.0	4304.0	216716.0
Adu-CSub_031-Ex1-7F-lcwgs-1-1.clmp.fp2_r1_screen	262.0	733.0	345.0	69.0	13.0	42.0	17.0	10.0	1.0	0.0	3200.0	122454.0
Adu-CSub_031-Ex1-7F-lcwgs-1-1.clmp.fp2_r2_screen	292.0	744.0	352.0	66.0	14.0	40.0	8.0	7.0	0.0	0.0	3207.0	122416.0
Adu-CSub_032-Ex1-4A-lcwgs-1-1.clmp.fp2_r1_screen	447.0	497.0	64.0	45.0	19.0	33.0	4.0	8.0	0.0	0.0	1891.0	74919.0
Adu-CSub_032-Ex1-4A-lcwgs-1-1.clmp.fp2_r2_screen	439.0	536.0	68.0	46.0	25.0	25.0	11.0	11.0	0.0	0.0	1886.0	74880.0
Adu-CSub_033-Ex1-4H-lcwgs-1-1.clmp.fp2_r1_screen	556.0	704.0	82.0	52.0	20.0	42.0	7.0	6.0	0.0	0.0	2610.0	100221.0
Adu-CSub_033-Ex1-4H-lcwgs-1-1.clmp.fp2_r2_screen	582.0	691.0	103.0	60.0	27.0	35.0	8.0	7.0	0.0	0.0	2597.0	100190.0
Adu-CSub_034-Ex1-1G-lcwgs-1-1.clmp.fp2_r1_screen	1808.0	14596.0	1903.0	1273.0	91.0	1054.0	219.0	267.0	3.0	0.0	54930.0	2558567.0
Adu-CSub_034-Ex1-1G-lcwgs-1-1.clmp.fp2_r2_screen	1759.0	14497.0	1872.0	1353.0	80.0	1119.0	210.0	256.0	3.0	0.0	55258.0	2558304.0
Adu-CSub_035-Ex1-2G-lcwgs-1-1.clmp.fp2_r1_screen	264.0	531.0	104.0	41.0	9.0	23.0	7.0	9.0	0.0	0.0	1840.0	81336.0
Adu-CSub_035-Ex1-2G-lcwgs-1-1.clmp.fp2_r2_screen	264.0	537.0	93.0	40.0	12.0	17.0	3.0	9.0	0.0	0.0	1845.0	81344.0
Adu-CSub_036-Ex1-4E-lcwgs-1-1.clmp.fp2_r1_screen	531.0	516.0	58.0	46.0	31.0	24.0	4.0	6.0	0.0	0.0	1795.0	64027.0
Adu-CSub_036-Ex1-4E-lcwgs-1-1.clmp.fp2_r2_screen	501.0	471.0	54.0	45.0	29.0	20.0	6.0	6.0	0.0	0.0	1805.0	64101.0
Adu-CSub_038-Ex1-1A-lcwgs-1-1.clmp.fp2_r1_screen	2234.0	5640.0	687.0	557.0	31.0	295.0	59.0	101.0	0.0	0.0	17739.0	890204.0
Adu-CSub_038-Ex1-1A-lcwgs-1-1.clmp.fp2_r2_screen	2286.0	5619.0	709.0	585.0	29.0	309.0	75.0	90.0	1.0	0.0	17916.0	889928.0
Adu-CSub_040-Ex1-3B-lcwgs-1-1.clmp.fp2_r1_screen	200.0	338.0	81.0	33.0	19.0	19.0	6.0	6.0	0.0	0.0	1434.0	54499.0
Adu-CSub_040-Ex1-3B-lcwgs-1-1.clmp.fp2_r2_screen	205.0	330.0	76.0	33.0	15.0	20.0	7.0	4.0	0.0	0.0	1412.0	54533.0
Adu-CSub_041-Ex1-4G-lcwgs-1-1.clmp.fp2_r1_screen	1771.0	7089.0	779.0	631.0	57.0	369.0	82.0	121.0	2.0	0.0	23167.0	1040615.0
Adu-CSub_041-Ex1-4G-lcwgs-1-1.clmp.fp2_r2_screen	1814.0	7184.0	780.0	602.0	58.0	395.0	108.0	113.0	0.0	0.0	23336.0	1040293.0
Adu-CSub_042-Ex1-6G-lcwgs-1-1.clmp.fp2_r1_screen	1745.0	12966.0	1721.0	1176.0	65.0	841.0	171.0	215.0	1.0	0.0	40464.0	2215131.0
Adu-CSub_042-Ex1-6G-lcwgs-1-1.clmp.fp2_r2_screen	1725.0	12814.0	1719.0	1257.0	71.0	807.0	152.0	220.0	2.0	0.0	40825.0	2214904.0
Adu-CSub_043-Ex1-5E-lcwgs-1-1.clmp.fp2_r1_screen	153.0	449.0	76.0	54.0	9.0	27.0	8.0	8.0	1.0	0.0	1888.0	71352.0
Adu-CSub_043-Ex1-5E-lcwgs-1-1.clmp.fp2_r2_screen	155.0	464.0	71.0	55.0	2.0	39.0	9.0	9.0	1.0	0.0	1875.0	71345.0
Adu-CSub_045-Ex1-6A-lcwgs-1-1.clmp.fp2_r1_screen	1269.0	10488.0	1183.0	1103.0	64.0	671.0	144.0	146.0	2.0	0.0	35690.0	1586650.0
Adu-CSub_045-Ex1-6A-lcwgs-1-1.clmp.fp2_r2_screen	1232.0	10605.0	1245.0	1077.0	65.0	646.0	146.0	150.0	2.0	0.0	35920.0	1586322.0
Adu-CSub_046-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	436.0	1557.0	227.0	164.0	16.0	81.0	18.0	23.0	0.0	0.0	5008.0	257593.0
Adu-CSub_046-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	440.0	1554.0	220.0	149.0	19.0	100.0	20.0	25.0	0.0	0.0	5083.0	257513.0
Adu-CSub_047-Ex1-3A-lcwgs-1-1.clmp.fp2_r1_screen	218.0	460.0	88.0	52.0	15.0	32.0	7.0	3.0	0.0	0.0	1887.0	76810.0
Adu-CSub_047-Ex1-3A-lcwgs-1-1.clmp.fp2_r2_screen	230.0	474.0	94.0	46.0	10.0	25.0	7.0	5.0	0.0	0.0	1887.0	76794.0
Adu-CSub_049-Ex1-2H-lcwgs-1-1.clmp.fp2_r1_screen	4430.0	15985.0	2243.0	1592.0	90.0	1164.0	214.0	324.0	3.0	0.0	59595.0	2788154.0
Adu-CSub_049-Ex1-2H-lcwgs-1-1.clmp.fp2_r2_screen	4305.0	15888.0	2196.0	1541.0	106.0	1129.0	186.0	276.0	0.0	0.0	60300.0	2787867.0
Adu-CSub_050-Ex1-4F-lcwgs-1-1.clmp.fp2_r1_screen	536.0	667.0	95.0	57.0	22.0	30.0	9.0	5.0	0.0	0.0	2397.0	101943.0
Adu-CSub_050-Ex1-4F-lcwgs-1-1.clmp.fp2_r2_screen	548.0	709.0	96.0	69.0	27.0	27.0	8.0	8.0	0.0	0.0	2401.0	101868.0
Adu-CSub_051-Ex1-1B-lcwgs-1-1.clmp.fp2_r1_screen	625.0	1627.0	237.0	145.0	19.0	112.0	22.0	18.0	0.0	0.0	7895.0	260165.0
Adu-CSub_051-Ex1-1B-lcwgs-1-1.clmp.fp2_r2_screen	604.0	1688.0	199.0	150.0	17.0	92.0	30.0	35.0	0.0	0.0	7885.0	260165.0
Adu-CSub_052-Ex1-2A-lcwgs-1-1.clmp.fp2_r1_screen	292.0	704.0	118.0	67.0	12.0	45.0	10.0	5.0	0.0	0.0	2490.0	110362.0
Adu-CSub_052-Ex1-2A-lcwgs-1-1.clmp.fp2_r2_screen	290.0	663.0	113.0	68.0	17.0	48.0	6.0	6.0	0.0	0.0	2464.0	110430.0
Adu-CSub_053-Ex1-7E-lcwgs-1-1.clmp.fp2_r1_screen	939.0	9366.0	1102.0	945.0	54.0	536.0	110.0	127.0	1.0	0.0	28937.0	1415210.0
Adu-CSub_053-Ex1-7E-lcwgs-1-1.clmp.fp2_r2_screen	865.0	9570.0	1113.0	896.0	53.0	546.0	120.0	135.0	0.0	0.0	29111.0	1414918.0
Adu-CSub_058-Ex1-8D-lcwgs-1-1.clmp.fp2_r1_screen	124.0	516.0	107.0	50.0	15.0	39.0	6.0	5.0	0.0	0.0	1876.0	99044.0
Adu-CSub_058-Ex1-8D-lcwgs-1-1.clmp.fp2_r2_screen	136.0	520.0	95.0	52.0	14.0	30.0	6.0	10.0	0.0	0.0	1906.0	99013.0
Adu-CSub_059-Ex1-2D-lcwgs-1-1.clmp.fp2_r1_screen	992.0	5114.0	638.0	551.0	53.0	299.0	76.0	60.0	1.0	0.0	15993.0	796100.0
Adu-CSub_059-Ex1-2D-lcwgs-1-1.clmp.fp2_r2_screen	1012.0	5241.0	642.0	553.0	38.0	303.0	69.0	89.0	0.0	0.0	16076.0	795854.0
Adu-CSub_060-Ex1-5D-lcwgs-1-1.clmp.fp2_r1_screen	210.0	1623.0	202.0	166.0	12.0	109.0	28.0	17.0	0.0	0.0	5567.0	254752.0
Adu-CSub_060-Ex1-5D-lcwgs-1-1.clmp.fp2_r2_screen	194.0	1652.0	226.0	154.0	13.0	88.0	24.0	23.0	0.0	0.0	5560.0	254752.0
Adu-CSub_067-Ex1-8E-lcwgs-1-1.clmp.fp2_r1_screen	1639.0	12867.0	1775.0	1378.0	69.0	995.0	220.0	311.0	2.0	0.0	42380.0	2583671.0
Adu-CSub_067-Ex1-8E-lcwgs-1-1.clmp.fp2_r2_screen	1632.0	12921.0	1815.0	1271.0	70.0	963.0	203.0	304.0	1.0	0.0	42456.0	2583671.0
Adu-CSub_068-Ex1-7G-lcwgs-1-1.clmp.fp2_r1_screen	409.0	2399.0	322.0	214.0	23.0	144.0	34.0	43.0	0.0	0.0	7674.0	396779.0
Adu-CSub_068-Ex1-7G-lcwgs-1-1.clmp.fp2_r2_screen	425.0	2343.0	345.0	209.0	33.0	145.0	29.0	32.0	0.0	0.0	7742.0	396738.0
Adu-CSub_069-Ex1-5H-lcwgs-1-1.clmp.fp2_r1_screen	103.0	357.0	78.0	25.0	10.0	23.0	4.0	3.0	0.0	0.0	1351.0	58333.0
Adu-CSub_069-Ex1-5H-lcwgs-1-1.clmp.fp2_r2_screen	116.0	332.0	65.0	32.0	13.0	19.0	7.0	4.0	0.0	0.0	1372.0	58327.0
Adu-CSub_070-Ex1-8A-lcwgs-1-1.clmp.fp2_r1_screen	97.0	250.0	60.0	21.0	5.0	18.0	4.0	4.0	0.0	0.0	1011.0	43619.0
Adu-CSub_070-Ex1-8A-lcwgs-1-1.clmp.fp2_r2_screen	98.0	255.0	55.0	35.0	9.0	20.0	3.0	5.0	0.0	0.0	1004.0	43605.0
Adu-CSub_071-Ex1-8H-lcwgs-1-1.clmp.fp2_r1_screen	487.0	2516.0	384.0	279.0	18.0	189.0	31.0	40.0	0.0	0.0	8480.0	490534.0
Adu-CSub_071-Ex1-8H-lcwgs-1-1.clmp.fp2_r2_screen	493.0	2527.0	393.0	258.0	25.0	165.0	24.0	48.0	1.0	0.0	8540.0	490484.0
Adu-CSub_072-Ex1-6D-lcwgs-1-1.clmp.fp2_r1_screen	503.0	3359.0	374.0	336.0	37.0	168.0	49.0	28.0	0.0	0.0	11970.0	520669.0
Adu-CSub_072-Ex1-6D-lcwgs-1-1.clmp.fp2_r2_screen	498.0	3354.0	410.0	353.0	32.0	165.0	51.0	25.0	0.0	0.0	12044.0	520561.0
Adu-CSub_073-Ex1-5A-lcwgs-1-1.clmp.fp2_r1_screen	335.0	3137.0	419.0	355.0	9.0	195.0	46.0	35.0	0.0	0.0	9393.0	610465.0
Adu-CSub_073-Ex1-5A-lcwgs-1-1.clmp.fp2_r2_screen	337.0	3144.0	398.0	298.0	16.0	228.0	54.0	40.0	0.0	0.0	9347.0	610527.0
Adu-CSub_074-Ex1-2E-lcwgs-1-1.clmp.fp2_r1_screen	547.0	5209.0	674.0	547.0	29.0	261.0	88.0	82.0	0.0	0.0	16268.0	724062.0
Adu-CSub_074-Ex1-2E-lcwgs-1-1.clmp.fp2_r2_screen	574.0	5295.0	600.0	536.0	36.0	273.0	60.0	79.0	0.0	0.0	16326.0	723988.0
Adu-CSub_075-Ex1-6F-lcwgs-1-1.clmp.fp2_r1_screen	233.0	1101.0	170.0	119.0	18.0	74.0	12.0	17.0	0.0	0.0	4131.0	198095.0
Adu-CSub_075-Ex1-6F-lcwgs-1-1.clmp.fp2_r2_screen	241.0	1104.0	183.0	117.0	17.0	64.0	13.0	15.0	0.0	0.0	4264.0	197952.0
Adu-CSub_082-Ex1-3E-lcwgs-1-1.clmp.fp2_r1_screen	195.0	266.0	72.0	21.0	11.0	24.0	2.0	5.0	0.0	0.0	1357.0	46388.0
Adu-CSub_082-Ex1-3E-lcwgs-1-1.clmp.fp2_r2_screen	188.0	264.0	79.0	24.0	9.0	15.0	3.0	3.0	0.0	0.0	1373.0	46383.0
Adu-CSub_083-Ex1-7D-lcwgs-1-1.clmp.fp2_r1_screen	536.0	6253.0	803.0	632.0	44.0	358.0	75.0	105.0	0.0	0.0	18627.0	1052602.0
Adu-CSub_083-Ex1-7D-lcwgs-1-1.clmp.fp2_r2_screen	530.0	6232.0	841.0	572.0	41.0	414.0	89.0	110.0	0.0	0.0	18820.0	1052386.0
Adu-CSub_084-Ex1-8F-lcwgs-1-1.clmp.fp2_r1_screen	1639.0	15431.0	2430.0	1579.0	87.0	1305.0	261.0	312.0	3.0	0.0	51777.0	3136471.0
Adu-CSub_084-Ex1-8F-lcwgs-1-1.clmp.fp2_r2_screen	1643.0	15467.0	2322.0	1515.0	74.0	1332.0	218.0	352.0	3.0	0.0	51577.0	3136792.0
Adu-CSub_085-Ex1-4C-lcwgs-1-1.clmp.fp2_r1_screen	1915.0	14000.0	1889.0	1350.0	77.0	1012.0	224.0	292.0	3.0	0.0	47689.0	2748441.0
Adu-CSub_085-Ex1-4C-lcwgs-1-1.clmp.fp2_r2_screen	1892.0	14007.0	1821.0	1411.0	77.0	982.0	218.0	290.0	1.0	0.0	48034.0	2748159.0
Adu-CSub_088-Ex1-8C-lcwgs-1-1.clmp.fp2_r1_screen	190.0	846.0	105.0	80.0	3.0	45.0	11.0	13.0	0.0	0.0	3126.0	150603.0
Adu-CSub_088-Ex1-8C-lcwgs-1-1.clmp.fp2_r2_screen	177.0	812.0	107.0	72.0	6.0	54.0	4.0	20.0	0.0	0.0	3213.0	150557.0
Adu-CSub_089-Ex1-7B-lcwgs-1-1.clmp.fp2_r1_screen	626.0	7474.0	1014.0	650.0	46.0	532.0	100.0	133.0	1.0	0.0	23738.0	1343752.0
Adu-CSub_089-Ex1-7B-lcwgs-1-1.clmp.fp2_r2_screen	638.0	7515.0	987.0	696.0	40.0	468.0	104.0	141.0	1.0	0.0	23862.0	1343614.0
Adu-CSub_090-Ex1-8G-lcwgs-1-1.clmp.fp2_r1_screen	1675.0	15641.0	2261.0	1515.0	84.0	1324.0	218.0	372.0	2.0	0.0	52339.0	3148094.0
Adu-CSub_090-Ex1-8G-lcwgs-1-1.clmp.fp2_r2_screen	1695.0	15315.0	2216.0	1496.0	77.0	1234.0	226.0	348.0	1.0	0.0	52823.0	3148094.0
