Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Coral	Plant	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Sfa-CBas_073-Ex1-9B-lcwgs-2-3.clmp.fp2_r2_screen	27.0	2.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	107.0	2471.0
Sfa-CBas_074-Ex1-2A-lcwgs-1-3.clmp.fp2_r1_screen	56.0	8.0	8.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	226.0	5812.0
Sfa-CBas_074-Ex1-2A-lcwgs-1-3.clmp.fp2_r2_screen	55.0	7.0	8.0	7.0	3.0	2.0	1.0	1.0	0.0	0.0	211.0	5823.0
Sfa-CBas_076-Ex1-8A-lcwgs-2-3.clmp.fp2_r1_screen	49529.0	4197.0	6898.0	5531.0	4393.0	661.0	690.0	371.0	23.0	0.0	224413.0	5117633.0
Sfa-CBas_076-Ex1-8A-lcwgs-2-3.clmp.fp2_r2_screen	49107.0	4069.0	6656.0	5465.0	4202.0	694.0	609.0	339.0	18.0	0.0	218509.0	5124671.0
Sfa-CBas_078-Ex1-7A-lcwgs-2-3.clmp.fp2_r1_screen	62174.0	6417.0	9924.0	6790.0	5593.0	1000.0	980.0	395.0	27.0	0.0	272819.0	7120973.0
Sfa-CBas_078-Ex1-7A-lcwgs-2-3.clmp.fp2_r2_screen	61407.0	6198.0	9637.0	6554.0	5496.0	958.0	983.0	380.0	29.0	0.0	266990.0	7128460.0
Sfa-CBas_084-Ex1-9A-lcwgs-2-3.clmp.fp2_r1_screen	41579.0	52210.0	5675.0	4117.0	3394.0	555.0	553.0	280.0	20.0	0.0	236578.0	4205967.0
Sfa-CBas_084-Ex1-9A-lcwgs-2-3.clmp.fp2_r2_screen	41814.0	51703.0	5575.0	4150.0	3218.0	512.0	594.0	347.0	19.0	0.0	229747.0	4213249.0
Sfa-CBas_086-Ex1-4D-lcwgs-1-3.clmp.fp2_r1_screen	112.0	27.0	16.0	12.0	11.0	2.0	3.0	1.0	0.0	0.0	446.0	10672.0
Sfa-CBas_086-Ex1-4D-lcwgs-1-3.clmp.fp2_r2_screen	104.0	23.0	13.0	12.0	8.0	2.0	0.0	1.0	2.0	0.0	458.0	10679.0
Sfa-CBas_088-Ex1-2B-lcwgs-1-3.clmp.fp2_r1_screen	46.0	8.0	0.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	189.0	5161.0
Sfa-CBas_088-Ex1-2B-lcwgs-1-3.clmp.fp2_r2_screen	56.0	3.0	5.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	192.0	5146.0
Sfa-CBas_090-Ex1-12B-lcwgs-2-3.clmp.fp2_r1_screen	50279.0	10205.0	7810.0	5587.0	4525.0	792.0	882.0	359.0	20.0	0.0	236790.0	5807231.0
Sfa-CBas_090-Ex1-12B-lcwgs-2-3.clmp.fp2_r2_screen	50108.0	10187.0	7403.0	5407.0	4245.0	749.0	753.0	392.0	19.0	0.0	229411.0	5815806.0
Sfa-CBas_091-Ex1-5B-lcwgs-1-3.clmp.fp2_r1_screen	219.0	17.0	36.0	15.0	19.0	3.0	2.0	0.0	1.0	0.0	735.0	21854.0
Sfa-CBas_091-Ex1-5B-lcwgs-1-3.clmp.fp2_r2_screen	198.0	18.0	24.0	18.0	17.0	6.0	3.0	1.0	1.0	0.0	697.0	21918.0
Sfa-CBas_092-Ex1-1E-lcwgs-1-3.clmp.fp2_r1_screen	134.0	19.0	8.0	11.0	4.0	2.0	5.0	0.0	0.0	0.0	555.0	14253.0
Sfa-CBas_092-Ex1-1E-lcwgs-1-3.clmp.fp2_r2_screen	126.0	16.0	16.0	11.0	8.0	0.0	1.0	1.0	0.0	0.0	543.0	14269.0
Sfa-CBas_096-Ex1-1H-lcwgs-1-3.clmp.fp2_r1_screen	96.0	10.0	15.0	12.0	3.0	1.0	1.0	0.0	0.0	0.0	440.0	10571.0
Sfa-CBas_096-Ex1-1H-lcwgs-1-3.clmp.fp2_r2_screen	96.0	11.0	11.0	10.0	8.0	2.0	3.0	1.0	0.0	0.0	437.0	10570.0
